	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	0.9702127659574468	1.174468085106383	45.76080883603309	1.3361007343435924e-11	Rank medians are different
1	SBS1	SBS3	0.9702127659574468	1.1563829787234043	59.42852931791838	1.2681718841089358e-14	Rank medians are different
2	SBS1	SBS5	0.9702127659574468	2.0840425531914892	40.14606317778185	2.356659396357514e-10	Rank medians are different
3	SBS1	SBS6	0.9702127659574468	0.847872340425532	67.39460071537209	2.222567895527038e-16	Rank medians are different
4	SBS1	SBS10b	0.9702127659574468	1.3393617021276596	64.67923888948424	8.813865352200831e-16	Rank medians are different
5	SBS1	SBS13	0.9702127659574468	1.2053191489361703	74.29859069421586	6.715143259227847e-18	Rank medians are different
6	SBS2	SBS3	1.174468085106383	1.1563829787234043	1.2712495762511835	0.25953239109772547	Rank medians are similar
7	SBS2	SBS5	1.174468085106383	2.0840425531914892	140.53457569090494	2.033836006073604e-32	Rank medians are different
8	SBS2	SBS6	1.174468085106383	0.847872340425532	2.464513747082265	0.11644373294281517	Rank medians are similar
9	SBS2	SBS10b	1.174468085106383	1.3393617021276596	2.246451534943655	0.13392118798685995	Rank medians are similar
10	SBS2	SBS13	1.174468085106383	1.2053191489361703	3.938994774204332	0.04717896147332254	Rank medians are different
11	SBS3	SBS5	1.1563829787234043	2.0840425531914892	154.5591819918485	1.7479415037976196e-35	Rank medians are different
12	SBS3	SBS6	1.1563829787234043	0.847872340425532	0.2096674468163845	0.6470281806887181	Rank medians are similar
13	SBS3	SBS10b	1.1563829787234043	1.3393617021276596	0.15730238513767725	0.6916523872573782	Rank medians are similar
14	SBS3	SBS13	1.1563829787234043	1.2053191489361703	0.7084066733750404	0.3999732656817817	Rank medians are similar
15	SBS5	SBS6	2.0840425531914892	0.847872340425532	175.36838902416025	4.974626260532166e-40	Rank medians are different
16	SBS5	SBS10b	2.0840425531914892	1.3393617021276596	169.0455690263566	1.195713380672549e-38	Rank medians are different
17	SBS5	SBS13	2.0840425531914892	1.2053191489361703	180.53521574702472	3.7030701945388133e-41	Rank medians are different
18	SBS6	SBS10b	0.847872340425532	1.3393617021276596	0.002560526615499797	0.9596429508932393	Rank medians are similar
19	SBS6	SBS13	0.847872340425532	1.2053191489361703	0.17361869078262882	0.6769155852640802	Rank medians are similar
20	SBS10b	SBS13	1.3393617021276596	1.2053191489361703	0.2086455020551093	0.6478311232032529	Rank medians are similar
